0000000000000000	=	0			1000000000000000	=	-32768
0000000000000001	=	1			1000000000000001	=	-32767
0000000000000010	=	2			1000000000000010	=	-32766
0000000000000011	=	3			1000000000000011	=	-32765
0000000000000100	=	4			1000000000000100	=	-32764
0000000000000101	=	5			1000000000000101	=	-32763
0000000000000110	=	6			1000000000000110	=	-32762
0000000000000111	=	7			1000000000000111	=	-32761
0000000000001000	=	8			1000000000001000	=	-32760
0000000000001001	=	9			1000000000001001	=	-32759
0000000000001010	=	10			1000000000001010	=	-32758
0000000000001011	=	11			1000000000001011	=	-32757
0000000000001100	=	12			1000000000001100	=	-32756
0000000000001101	=	13			1000000000001101	=	-32755
0000000000001110	=	14			1000000000001110	=	-32754
0000000000001111	=	15			1000000000001111	=	-32753
0000000000010000	=	16			1000000000010000	=	-32752
0000000000010001	=	17			1000000000010001	=	-32751
0000000000010010	=	18			1000000000010010	=	-32750
0000000000010011	=	19			1000000000010011	=	-32749
0000000000010100	=	20			1000000000010100	=	-32748
0000000000010101	=	21			1000000000010101	=	-32747
0000000000010110	=	22			1000000000010110	=	-32746
0000000000010111	=	23			1000000000010111	=	-32745
0000000000011000	=	24			1000000000011000	=	-32744
0000000000011001	=	25			1000000000011001	=	-32743
0000000000011010	=	26			1000000000011010	=	-32742
0000000000011011	=	27			1000000000011011	=	-32741
0000000000011100	=	28			1000000000011100	=	-32740
0000000000011101	=	29			1000000000011101	=	-32739
0000000000011110	=	30			1000000000011110	=	-32738
0000000000011111	=	31			1000000000011111	=	-32737
0000000000100000	=	32			1000000000100000	=	-32736
0000000000100001	=	33			1000000000100001	=	-32735
0000000000100010	=	34			1000000000100010	=	-32734
0000000000100011	=	35			1000000000100011	=	-32733
0000000000100100	=	36			1000000000100100	=	-32732
0000000000100101	=	37			1000000000100101	=	-32731
0000000000100110	=	38			1000000000100110	=	-32730
0000000000100111	=	39			1000000000100111	=	-32729
0000000000101000	=	40			1000000000101000	=	-32728
0000000000101001	=	41			1000000000101001	=	-32727
